ID	label
tg_test_00353	negative
tg_test_00354	neutral
tg_test_00355	negative
tg_test_00356	neutral
tg_test_00357	negative
tg_test_00358	negative
tg_test_00359	negative
tg_test_00360	negative
tg_test_00361	neutral
tg_test_00362	negative
tg_test_00363	negative
tg_test_00364	neutral
tg_test_00365	negative
tg_test_00366	negative
tg_test_00367	negative
tg_test_00368	negative
tg_test_00369	negative
tg_test_00370	neutral
tg_test_00371	negative
tg_test_00372	neutral
tg_test_00373	negative
tg_test_00374	negative
tg_test_00375	negative
tg_test_00376	neutral
tg_test_00377	negative
tg_test_00378	negative
tg_test_00379	negative
tg_test_00380	negative
tg_test_00381	negative
tg_test_00382	negative
tg_test_00383	negative
tg_test_00384	negative
tg_test_00385	negative
tg_test_00386	negative
tg_test_00387	negative
tg_test_00388	negative
tg_test_00389	negative
tg_test_00390	negative
tg_test_00391	negative
tg_test_00392	neutral
tg_test_00393	negative
tg_test_00394	negative
tg_test_00395	negative
tg_test_00396	negative
tg_test_00397	neutral
tg_test_00398	negative
tg_test_00399	negative
tg_test_00400	negative
tg_test_00401	neutral
tg_test_00402	negative
tg_test_00403	neutral
tg_test_00404	neutral
tg_test_00405	negative
tg_test_00406	negative
tg_test_00407	negative
tg_test_00408	negative
tg_test_00409	negative
tg_test_00410	negative
tg_test_00411	negative
tg_test_00412	negative
tg_test_00413	neutral
tg_test_00414	negative
tg_test_00415	negative
tg_test_00416	negative
tg_test_00417	negative
tg_test_00418	negative
tg_test_00419	negative
tg_test_00420	neutral
tg_test_00421	negative
tg_test_00422	negative
tg_test_00423	negative
tg_test_00424	negative
tg_test_00425	negative
tg_test_00426	negative
tg_test_00427	negative
tg_test_00428	negative
tg_test_00429	negative
tg_test_00430	negative
tg_test_00431	negative
tg_test_00432	negative
tg_test_00433	negative
tg_test_00434	negative
tg_test_00435	negative
tg_test_00436	negative
tg_test_00437	negative
tg_test_00438	negative
tg_test_00439	negative
tg_test_00440	negative
tg_test_00441	negative
tg_test_00442	negative
tg_test_00443	negative
tg_test_00444	neutral
tg_test_00445	negative
tg_test_00446	negative
tg_test_00447	neutral
tg_test_00448	negative
tg_test_00449	negative
tg_test_00450	negative
tg_test_00451	negative
tg_test_00452	neutral
tg_test_00453	negative
tg_test_00454	negative
tg_test_00455	negative
tg_test_00456	negative
tg_test_00457	negative
tg_test_00458	neutral
tg_test_00459	negative
tg_test_00460	negative
tg_test_00461	negative
tg_test_00462	negative
tg_test_00463	negative
tg_test_00464	neutral
tg_test_00465	negative
tg_test_00466	negative
tg_test_00467	neutral
tg_test_00468	negative
tg_test_00469	negative
tg_test_00470	negative
tg_test_00471	negative
tg_test_00472	neutral
tg_test_00473	neutral
tg_test_00474	negative
tg_test_00475	negative
tg_test_00476	negative
tg_test_00477	negative
tg_test_00478	negative
tg_test_00479	negative
tg_test_00480	negative
tg_test_00481	neutral
tg_test_00482	neutral
tg_test_00483	negative
tg_test_00484	negative
tg_test_00485	negative
tg_test_00486	negative
tg_test_00487	negative
tg_test_00488	negative
tg_test_00489	negative
tg_test_00490	negative
tg_test_00491	negative
tg_test_00492	negative
tg_test_00493	negative
tg_test_00494	negative
tg_test_00495	negative
tg_test_00496	negative
tg_test_00497	negative
tg_test_00498	negative
tg_test_00499	negative
tg_test_00500	negative
tg_test_00501	negative
tg_test_00502	negative
tg_test_00503	negative
tg_test_00504	negative
tg_test_00505	negative
tg_test_00506	negative
tg_test_00507	negative
tg_test_00508	negative
tg_test_00509	neutral
tg_test_00510	negative
tg_test_00511	negative
tg_test_00512	negative
tg_test_00513	negative
tg_test_00514	negative
tg_test_00515	negative
tg_test_00516	negative
tg_test_00517	negative
tg_test_00518	negative
tg_test_00519	negative
tg_test_00520	negative
tg_test_00521	negative
tg_test_00522	negative
tg_test_00523	negative
tg_test_00524	negative
tg_test_00525	negative
tg_test_00526	neutral
tg_test_00527	negative
tg_test_00528	negative
tg_test_00529	negative
tg_test_00530	negative
tg_test_00531	neutral
tg_test_00532	neutral
tg_test_00533	negative
tg_test_00534	negative
tg_test_00535	negative
tg_test_00536	negative
tg_test_00537	neutral
tg_test_00538	negative
tg_test_00539	negative
tg_test_00540	negative
tg_test_00541	neutral
tg_test_00542	negative
tg_test_00543	negative
tg_test_00544	neutral
tg_test_00545	negative
tg_test_00546	neutral
tg_test_00547	negative
tg_test_00548	negative
tg_test_00549	negative
tg_test_00550	negative
tg_test_00551	negative
tg_test_00552	negative
tg_test_00553	negative
tg_test_00554	negative
tg_test_00555	negative
tg_test_00556	neutral
tg_test_00557	negative
tg_test_00558	neutral
tg_test_00559	negative
tg_test_00560	negative
tg_test_00561	negative
tg_test_00562	negative
tg_test_00563	negative
tg_test_00564	negative
tg_test_00565	negative
tg_test_00566	neutral
tg_test_00567	negative
tg_test_00568	neutral
tg_test_00569	negative
tg_test_00570	negative
tg_test_00571	negative
tg_test_00572	negative
tg_test_00573	negative
tg_test_00574	negative
tg_test_00575	negative
tg_test_00576	neutral
tg_test_00577	neutral
tg_test_00578	negative
tg_test_00579	negative
tg_test_00580	negative
tg_test_00581	negative
tg_test_00582	negative
tg_test_00583	negative
tg_test_00584	negative
tg_test_00585	negative
tg_test_00586	negative
tg_test_00587	negative
tg_test_00588	neutral
tg_test_00589	negative
tg_test_00590	negative
tg_test_00591	negative
tg_test_00592	negative
tg_test_00593	negative
tg_test_00594	neutral
tg_test_00595	negative
tg_test_00596	negative
tg_test_00597	negative
tg_test_00598	negative
tg_test_00599	negative
tg_test_00600	negative
tg_test_00601	negative
tg_test_00602	negative
tg_test_00603	negative
tg_test_00604	negative
tg_test_00605	negative
tg_test_00606	neutral
tg_test_00607	negative
tg_test_00608	negative
tg_test_00609	negative
tg_test_00610	negative
tg_test_00611	neutral
tg_test_00612	negative
tg_test_00613	negative
tg_test_00614	neutral
tg_test_00615	negative
tg_test_00616	negative
tg_test_00617	negative
tg_test_00618	negative
tg_test_00619	negative
tg_test_00620	negative
tg_test_00621	negative
tg_test_00622	negative
tg_test_00623	neutral
tg_test_00624	negative
tg_test_00625	negative
tg_test_00626	negative
tg_test_00627	negative
tg_test_00628	negative
tg_test_00629	negative
tg_test_00630	negative
tg_test_00631	negative
tg_test_00632	negative
tg_test_00633	negative
tg_test_00634	negative
tg_test_00635	negative
tg_test_00636	negative
tg_test_00637	negative
tg_test_00638	negative
tg_test_00639	negative
tg_test_00640	negative
tg_test_00641	negative
tg_test_00642	negative
tg_test_00643	negative
tg_test_00644	negative
tg_test_00645	negative
tg_test_00646	negative
tg_test_00647	negative
tg_test_00648	negative
tg_test_00649	negative
tg_test_00650	negative
tg_test_00651	negative
tg_test_00652	negative
tg_test_00653	neutral
tg_test_00654	negative
tg_test_00655	negative
tg_test_00656	negative
tg_test_00657	negative
tg_test_00658	negative
tg_test_00659	negative
tg_test_00660	negative
tg_test_00661	negative
tg_test_00662	negative
tg_test_00663	negative
tg_test_00664	negative
tg_test_00665	neutral
tg_test_00666	neutral
tg_test_00667	negative
tg_test_00668	neutral
tg_test_00669	negative
tg_test_00670	neutral
tg_test_00671	neutral
tg_test_00672	negative
tg_test_00673	negative
tg_test_00674	negative
tg_test_00675	negative
tg_test_00676	neutral
tg_test_00677	negative
tg_test_00678	negative
tg_test_00679	neutral
tg_test_00680	negative
tg_test_00681	neutral
tg_test_00682	negative
tg_test_00683	negative
tg_test_00684	negative
tg_test_00685	negative
tg_test_00686	negative
tg_test_00687	negative
tg_test_00688	negative
tg_test_00689	negative
tg_test_00690	neutral
tg_test_00691	negative
tg_test_00692	negative
tg_test_00693	negative
tg_test_00694	negative
tg_test_00695	negative
tg_test_00696	negative
tg_test_00697	neutral
tg_test_00698	negative
tg_test_00699	negative
tg_test_00700	negative
tg_test_00701	neutral
tg_test_00702	negative
tg_test_00703	negative
tg_test_00704	negative
tg_test_00705	negative
tg_test_00706	negative
tg_test_00707	negative
tg_test_00708	negative
tg_test_00709	neutral
tg_test_00710	negative
tg_test_00711	negative
tg_test_00712	negative
tg_test_00713	negative
tg_test_00714	neutral
tg_test_00715	negative
tg_test_00716	negative
tg_test_00717	negative
tg_test_00718	negative
tg_test_00719	negative
tg_test_00720	neutral
tg_test_00721	negative
tg_test_00722	negative
tg_test_00723	negative
tg_test_00724	neutral
tg_test_00725	negative
tg_test_00726	negative
tg_test_00727	negative
tg_test_00728	neutral
tg_test_00729	neutral
tg_test_00730	negative
tg_test_00731	negative
tg_test_00732	negative
tg_test_00733	neutral
tg_test_00734	negative
tg_test_00735	negative
tg_test_00736	negative
tg_test_00737	negative
tg_test_00738	negative
tg_test_00739	negative
tg_test_00740	negative
tg_test_00741	negative
tg_test_00742	negative
tg_test_00743	negative
tg_test_00744	negative
tg_test_00745	negative
tg_test_00746	negative
tg_test_00747	negative
tg_test_00748	negative
tg_test_00749	negative
tg_test_00750	negative
tg_test_00751	negative
tg_test_00752	negative
tg_test_00753	negative
tg_test_00754	negative
tg_test_00755	negative
tg_test_00756	negative
tg_test_00757	negative
tg_test_00758	negative
tg_test_00759	negative
tg_test_00760	neutral
tg_test_00761	negative
tg_test_00762	negative
tg_test_00763	negative
tg_test_00764	negative
tg_test_00765	neutral
tg_test_00766	neutral
tg_test_00767	neutral
tg_test_00768	negative
tg_test_00769	neutral
tg_test_00770	negative
tg_test_00771	negative
tg_test_00772	negative
tg_test_00773	negative
tg_test_00774	negative
tg_test_00775	neutral
tg_test_00776	negative
tg_test_00777	neutral
tg_test_00778	negative
tg_test_00779	negative
tg_test_00780	negative
tg_test_00781	negative
tg_test_00782	negative
tg_test_00783	negative
tg_test_00784	negative
tg_test_00785	negative
tg_test_00786	negative
tg_test_00787	negative
tg_test_00788	negative
tg_test_00789	negative
tg_test_00790	negative
tg_test_00791	negative
tg_test_00792	negative
tg_test_00793	neutral
tg_test_00794	negative
tg_test_00795	neutral
tg_test_00796	negative
tg_test_00797	neutral
tg_test_00798	negative
tg_test_00799	negative
tg_test_00800	neutral
tg_test_00801	negative
tg_test_00802	negative
tg_test_00803	negative
tg_test_00804	negative
tg_test_00805	negative
tg_test_00806	negative
tg_test_00807	negative
tg_test_00808	negative
tg_test_00809	negative
tg_test_00810	negative
tg_test_00811	negative
tg_test_00812	negative
tg_test_00813	negative
tg_test_00814	negative
tg_test_00815	neutral
tg_test_00816	negative
tg_test_00817	negative
tg_test_00818	negative
tg_test_00819	neutral
tg_test_00820	negative
tg_test_00821	neutral
tg_test_00822	negative
tg_test_00823	negative
tg_test_00824	neutral
tg_test_00825	negative
tg_test_00826	negative
tg_test_00827	negative
tg_test_00828	neutral
tg_test_00829	negative
tg_test_00830	negative
tg_test_00831	negative
tg_test_00832	negative
tg_test_00833	neutral
tg_test_00834	negative
tg_test_00835	negative
tg_test_00836	negative
tg_test_00837	negative
tg_test_00838	negative
tg_test_00839	neutral
tg_test_00840	negative
tg_test_00841	negative
tg_test_00842	negative
tg_test_00843	neutral
tg_test_00844	negative
tg_test_00845	negative
tg_test_00846	negative
tg_test_00847	negative
tg_test_00848	negative
tg_test_00849	negative
tg_test_00850	neutral
tg_test_00851	negative
tg_test_00852	negative
tg_test_00853	negative
tg_test_00854	neutral
tg_test_00855	negative
tg_test_00856	negative
tg_test_00857	negative
tg_test_00858	negative
tg_test_00859	negative
tg_test_00860	neutral
tg_test_00861	negative
tg_test_00862	negative
tg_test_00863	negative
tg_test_00864	negative
tg_test_00865	negative
tg_test_00866	negative
tg_test_00867	negative
tg_test_00868	negative
tg_test_00869	negative
tg_test_00870	neutral
tg_test_00871	negative
tg_test_00872	negative
tg_test_00873	negative
tg_test_00874	negative
tg_test_00875	negative
tg_test_00876	negative
tg_test_00877	negative
tg_test_00878	positive
tg_test_00879	negative
tg_test_00880	negative
tg_test_00881	neutral
tg_test_00882	negative
tg_test_00883	neutral
tg_test_00884	negative
tg_test_00885	neutral
tg_test_00886	negative
tg_test_00887	negative
tg_test_00888	negative
tg_test_00889	negative
tg_test_00890	negative
tg_test_00891	negative
tg_test_00892	positive
tg_test_00893	negative
tg_test_00894	negative
tg_test_00895	negative
tg_test_00896	negative
tg_test_00897	negative
tg_test_00898	negative
tg_test_00899	negative
tg_test_00900	negative
tg_test_00901	negative
tg_test_00902	negative
tg_test_00903	negative
tg_test_00904	neutral
tg_test_00905	negative
tg_test_00906	neutral
tg_test_00907	negative
tg_test_00908	negative
tg_test_00909	neutral
tg_test_00910	positive
tg_test_00911	negative
tg_test_00912	negative
tg_test_00913	negative
tg_test_00914	neutral
tg_test_00915	negative
tg_test_00916	negative
tg_test_00917	negative
tg_test_00918	negative
tg_test_00919	negative
tg_test_00920	negative
tg_test_00921	negative
tg_test_00922	negative
tg_test_00923	negative
tg_test_00924	negative
tg_test_00925	negative
tg_test_00926	negative
tg_test_00927	neutral
tg_test_00928	negative
tg_test_00929	negative
tg_test_00930	negative
tg_test_00931	neutral
tg_test_00932	negative
tg_test_00933	negative
tg_test_00934	negative
tg_test_00935	neutral
tg_test_00936	negative
tg_test_00937	negative
tg_test_00938	negative
tg_test_00939	neutral
tg_test_00940	negative
tg_test_00941	negative
tg_test_00942	negative
tg_test_00943	negative
tg_test_00944	negative
tg_test_00945	negative
tg_test_00946	neutral
tg_test_00947	negative
tg_test_00948	negative
tg_test_00949	negative
tg_test_00950	negative
tg_test_00951	negative
tg_test_00952	negative
tg_test_00953	neutral
tg_test_00954	negative
tg_test_00955	negative
tg_test_00956	neutral
tg_test_00957	negative
tg_test_00958	negative
tg_test_00959	neutral
tg_test_00960	neutral
tg_test_00961	neutral
tg_test_00962	negative
tg_test_00963	negative
tg_test_00964	negative
tg_test_00965	neutral
tg_test_00966	negative
tg_test_00967	negative
tg_test_00968	negative
tg_test_00969	neutral
tg_test_00970	negative
tg_test_00971	negative
tg_test_00972	negative
tg_test_00973	negative
tg_test_00974	negative
tg_test_00975	negative
tg_test_00976	negative
tg_test_00977	negative
tg_test_00978	negative
tg_test_00979	negative
tg_test_00980	neutral
tg_test_00981	negative
tg_test_00982	negative
tg_test_00983	negative
tg_test_00984	negative
tg_test_00985	neutral
tg_test_00986	negative
tg_test_00987	negative
tg_test_00988	negative
tg_test_00989	negative
tg_test_00990	negative
tg_test_00991	negative
tg_test_00992	negative
tg_test_00993	negative
tg_test_00994	negative
tg_test_00995	negative
tg_test_00996	negative
tg_test_00997	negative
tg_test_00998	negative
tg_test_00999	negative
tg_test_01000	negative
tg_test_01001	negative
tg_test_01002	negative
tg_test_01003	neutral
tg_test_01004	negative
tg_test_01005	negative
tg_test_01006	negative
tg_test_01007	negative
tg_test_01008	negative
tg_test_01009	negative
tg_test_01010	negative
tg_test_01011	negative
tg_test_01012	neutral
tg_test_01013	negative
tg_test_01014	negative
tg_test_01015	neutral
tg_test_01016	neutral
tg_test_01017	negative
tg_test_01018	negative
tg_test_01019	neutral
tg_test_01020	negative
tg_test_01021	negative
tg_test_01022	negative
tg_test_01023	negative
tg_test_01024	negative
tg_test_01025	negative
tg_test_01026	neutral
tg_test_01027	neutral
tg_test_01028	neutral
tg_test_01029	negative
tg_test_01030	negative
tg_test_01031	negative
tg_test_01032	negative
tg_test_01033	positive
tg_test_01034	negative
tg_test_01035	negative
tg_test_01036	negative
tg_test_01037	neutral
tg_test_01038	negative
tg_test_01039	negative
tg_test_01040	negative
tg_test_01041	negative
tg_test_01042	neutral
tg_test_01043	neutral
tg_test_01044	negative
tg_test_01045	neutral
tg_test_01046	negative
tg_test_01047	negative
tg_test_01048	negative
tg_test_01049	negative
tg_test_01050	negative
tg_test_01051	negative
tg_test_01052	negative
tg_test_01053	neutral
tg_test_01054	neutral
tg_test_01055	negative
tg_test_01056	neutral
tg_test_01057	negative
tg_test_01058	negative
tg_test_01059	negative
tg_test_01060	negative
tg_test_01061	negative
tg_test_01062	neutral
tg_test_01063	negative
tg_test_01064	negative
tg_test_01065	negative
tg_test_01066	negative
tg_test_01067	negative
tg_test_01068	negative
tg_test_01069	negative
tg_test_01070	negative
tg_test_01071	negative
tg_test_01072	negative
tg_test_01073	negative
tg_test_01074	negative
tg_test_01075	negative
tg_test_01076	negative
tg_test_01077	negative
tg_test_01078	neutral
tg_test_01079	neutral
tg_test_01080	negative
tg_test_01081	negative
tg_test_01082	negative
tg_test_01083	negative
tg_test_01084	neutral
tg_test_01085	negative
tg_test_01086	negative
tg_test_01087	negative
tg_test_01088	negative
tg_test_01089	neutral
tg_test_01090	neutral
tg_test_01091	negative
tg_test_01092	negative
tg_test_01093	negative
tg_test_01094	negative
tg_test_01095	negative
tg_test_01096	negative
tg_test_01097	negative
tg_test_01098	negative
tg_test_01099	neutral
tg_test_01100	negative
tg_test_01101	negative
tg_test_01102	negative
tg_test_01103	negative
tg_test_01104	negative
tg_test_01105	negative
tg_test_01106	neutral
tg_test_01107	negative
tg_test_01108	negative
tg_test_01109	negative
tg_test_01110	negative
tg_test_01111	negative
tg_test_01112	negative
tg_test_01113	negative
tg_test_01114	negative
tg_test_01115	neutral
tg_test_01116	negative
tg_test_01117	negative
tg_test_01118	neutral
tg_test_01119	negative
tg_test_01120	negative
tg_test_01121	negative
tg_test_01122	negative
tg_test_01123	negative
tg_test_01124	negative
tg_test_01125	negative
tg_test_01126	negative
tg_test_01127	negative
tg_test_01128	negative
tg_test_01129	neutral
tg_test_01130	negative
tg_test_01131	negative
tg_test_01132	negative
tg_test_01133	negative
tg_test_01134	neutral
tg_test_01135	neutral
tg_test_01136	negative
tg_test_01137	negative
tg_test_01138	neutral
tg_test_01139	negative
tg_test_01140	neutral
tg_test_01141	negative
tg_test_01142	negative
tg_test_01143	negative
tg_test_01144	negative
tg_test_01145	negative
tg_test_01146	negative
tg_test_01147	negative
tg_test_01148	negative
tg_test_01149	negative
tg_test_01150	negative
tg_test_01151	negative
tg_test_01152	negative
tg_test_01153	negative
tg_test_01154	neutral
tg_test_01155	negative
tg_test_01156	negative
tg_test_01157	negative
tg_test_01158	negative
tg_test_01159	negative
tg_test_01160	negative
tg_test_01161	negative
tg_test_01162	negative
tg_test_01163	negative
tg_test_01164	negative
tg_test_01165	negative
tg_test_01166	negative
tg_test_01167	negative
tg_test_01168	negative
tg_test_01169	negative
tg_test_01170	negative
tg_test_01171	neutral
tg_test_01172	negative
tg_test_01173	negative
tg_test_01174	negative
tg_test_01175	negative
tg_test_01176	negative
tg_test_01177	negative
tg_test_01178	negative
tg_test_01179	negative
tg_test_01180	neutral
tg_test_01181	negative
tg_test_01182	negative
tg_test_01183	negative
tg_test_01184	neutral
tg_test_01185	negative
tg_test_01186	negative
tg_test_01187	positive
tg_test_01188	negative
tg_test_01189	neutral
tg_test_01190	negative
tg_test_01191	negative
tg_test_01192	negative
tg_test_01193	negative
tg_test_01194	negative
tg_test_01195	negative
tg_test_01196	negative
tg_test_01197	negative
tg_test_01198	neutral
tg_test_01199	negative
tg_test_01200	negative
tg_test_01201	neutral
tg_test_01202	negative
tg_test_01203	negative
tg_test_01204	negative
tg_test_01205	negative
tg_test_01206	neutral
tg_test_01207	negative
tg_test_01208	neutral
tg_test_01209	negative
tg_test_01210	neutral
tg_test_01211	negative
tg_test_01212	negative
tg_test_01213	neutral
tg_test_01214	negative
tg_test_01215	negative
tg_test_01216	negative
tg_test_01217	negative
tg_test_01218	negative
tg_test_01219	negative
tg_test_01220	negative
tg_test_01221	negative
tg_test_01222	negative
tg_test_01223	negative
tg_test_01224	negative
tg_test_01225	neutral
tg_test_01226	neutral
tg_test_01227	negative
tg_test_01228	negative
tg_test_01229	negative
tg_test_01230	negative
tg_test_01231	negative
tg_test_01232	negative
tg_test_01233	negative
tg_test_01234	neutral
tg_test_01235	negative
tg_test_01236	negative
tg_test_01237	negative
tg_test_01238	negative
tg_test_01239	negative
tg_test_01240	negative
tg_test_01241	negative
tg_test_01242	negative
tg_test_01243	negative
tg_test_01244	negative
tg_test_01245	negative
tg_test_01246	neutral
tg_test_01247	negative
tg_test_01248	negative
tg_test_01249	negative
tg_test_01250	neutral
tg_test_01251	negative
